#TYPE System.Management.Automation.PSCustomObject
"File","Action","ShortCutKey"
"RecurringFixedAssetJournal.Page","Dimensions","Alt+D"
"RecurringFixedAssetJournal.Page","Card","Shift+F7"
"RecurringFixedAssetJournal.Page","""Ledger E&ntries""","Ctrl+F7"
"RecurringFixedAssetJournal.Page","""P&ost""","F9"
"RecurringFixedAssetJournal.Page","""Post and &Print""","Shift+F9"
"RecurringGeneralJournal.Page","Dimensions","Alt+D"
"RecurringGeneralJournal.Page","Card","Shift+F7"
"RecurringGeneralJournal.Page","""Ledger E&ntries""","Ctrl+F7"
"RecurringGeneralJournal.Page","Post","F9"
"RecurringGeneralJournal.Page","""Post and &Print""","Shift+F9"
"RecurringItemJnl.Page","Dimensions","Alt+D"
"RecurringItemJnl.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"RecurringItemJnl.Page","Card","Shift+F7"
"RecurringItemJnl.Page","""Ledger E&ntries""","Ctrl+F7"
"RecurringItemJnl.Page","""P&ost""","F9"
"RecurringItemJnl.Page","""Post and &Print""","Shift+F9"
"RecurringJobJnl.Page","Dimensions","Alt+D"
"RecurringJobJnl.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"RecurringJobJnl.Page","Card","Shift+F7"
"RecurringJobJnl.Page","""Ledger E&ntries""","Ctrl+F7"
"RecurringJobJnl.Page","Reconcile","Ctrl+F11"
"RecurringJobJnl.Page","""P&ost""","F9"
"RecurringJobJnl.Page","""Post and &Print""","Shift+F9"
"RecurringOutputJournal.Page","Dimensions","Alt+D"
"RecurringOutputJournal.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"RecurringOutputJournal.Page","Card","Shift+F7"
"RecurringOutputJournal.Page","""Item Ledger E&ntries""","Ctrl+F7"
"RecurringOutputJournal.Page","""P&ost""","F9"
"RecurringOutputJournal.Page","""Post and &Print""","Shift+F9"
"RecurringReqWorksheet.Page","Card","Shift+F7"
"RecurringReqWorksheet.Page","Dimensions","Alt+D"
"RecurringReqWorksheet.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"RecurringResourceJnl.Page","Dimensions","Alt+D"
"RecurringResourceJnl.Page","Card","Shift+F7"
"RecurringResourceJnl.Page","""Ledger E&ntries""","Ctrl+F7"
"RecurringResourceJnl.Page","""P&ost""","F9"
"RecurringResourceJnl.Page","""Post and &Print""","Shift+F9"
"RegInvtMovementLines.Page","""Show Registered Document""","Shift+F7"
"RegisteredInvtMovementList.Page","Card","Shift+F7"
"RegisteredWhseActivityList.Page","Card","Shift+F7"
"RegisteredWhseActLines.Page","""Show Registered Document""","Shift+F7"
"ReleasedProdOrderLines.Page","Dimensions","Alt+D"
"ReleasedProdOrderLines.Page","ItemTrackingLines","Shift+Ctrl+I"
"ReleasedProductionOrder.Page","""Item Ledger E&ntries""","Ctrl+F7"
"ReleasedProductionOrder.Page","Dimensions","Alt+D"
"ReleasedProductionOrder.Page","Statistics","F7"
"ReleasedProductionOrders.Page","""Item Ledger E&ntries""","Ctrl+F7"
"ReleasedProductionOrders.Page","Dimensions","Alt+D"
"ReleasedProductionOrders.Page","Statistics","F7"
"Reminder.Page","Dimensions","Alt+D"
"Reminder.Page","Statistics","F7"
"Reminder.Page","Issue","F9"
"ReminderList.Page","Statistics","F7"
"ReminderList.Page","Issue","F9"
"RepresentativeList.Page","Card","Shift+F7"
"RequisitionLines.Page","Dimensions","Alt+D"
"RequisitionLines.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"ReqWkshNames.Page","""Edit Worksheet""","Return"
"ReqWorksheet.Page","Card","Shift+F7"
"ReqWorksheet.Page","Dimensions","Alt+D"
"ReqWorksheet.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"ResAllperServiceMatrix.Page","""&Card""","Shift+F7"
"ResAvailServiceMatrix.Page","Card","Shift+F7"
"Reservation.Page","AvailableToReserve","Ctrl+F7"
"ResGroupCapacityMatrix.Page","Statistics","F7"
"ResGroupCapacityMatrix.Page","Dimensions","Alt+D"
"ResGrpAllperServMatrix.Page","""&Card""","Shift+F7"
"ResourceCapacityMatrix.Page","Card","Shift+F7"
"ResourceCapacityMatrix.Page","Statistics","F7"
"ResourceCapacityMatrix.Page","Dimensions","Alt+D"
"ResourceCapacityMatrix.Page","""Ledger E&ntries""","Ctrl+F7"
"ResourceCard.Page","Statistics","F7"
"ResourceCard.Page","Dimensions","Alt+D"
"ResourceCard.Page","""Ledger E&ntries""","Ctrl+F7"
"ResourceGroups.Page","Statistics","F7"
"ResourceGroups.Page","""Dimensions-Single""","Alt+D"
"ResourceJnlBatches.Page","""Edit Journal""","Return"
"ResourceJnlBatches.Page","""P&ost""","F9"
"ResourceJnlBatches.Page","""Post and &Print""","Shift+F9"
"ResourceJournal.Page","Dimensions","Alt+D"
"ResourceJournal.Page","Card","Shift+F7"
"ResourceJournal.Page","""Ledger E&ntries""","Ctrl+F7"
"ResourceJournal.Page","Post","F9"
"ResourceJournal.Page","""Post and &Print""","Shift+F9"
"ResourceLedgEntriesPreview.Page","Dimensions","Alt+D"
"ResourceLedgerEntries.Page","Dimensions","Alt+D"
"ResourceList.Page","Statistics","F7"
"ResourceList.Page","""Dimensions-Single""","Alt+D"
"ResourceList.Page","""Ledger E&ntries""","Ctrl+F7"
"ResponsibilityCenterCard.Page","Dimensions","Alt+D"
"ResponsibilityCenterList.Page","""Dimensions-Single""","Alt+D"
"RestrictedRecords.Page","""Record""","Return"
"ReturnReceiptLines.Page","""Show Document""","Shift+F7"
"ReturnReceiptLines.Page","Dimensions","Alt+D"
"ReturnShipmentLines.Page","""Show Document""","Shift+F7"
"ReturnShipmentLines.Page","Dimensions","Alt+D"
"ReturnsRelatedDocuments.Page","Card","Shift+F7"
"RevaluationJournal.Page","Dimensions","Alt+D"
"RevaluationJournal.Page","Card","Shift+F7"
"RevaluationJournal.Page","""Ledger E&ntries""","Ctrl+F7"
"RevaluationJournal.Page","""P&ost""","F9"
"RevaluationJournal.Page","""Post and &Print""","Shift+F9"
"ReverseEntries.Page","Reverse","F9"
"ReverseEntries.Page","""Reverse and &Print""","Shift+F9"
"SalesCreditMemo.Page","Statistics","F7"
"SalesCreditMemo.Page","CreditMemo_CustomerCard","Shift+F7"
"SalesCreditMemo.Page","Customer","Shift+F7"
"SalesCreditMemo.Page","Dimensions","Alt+D"
"SalesCreditMemo.Page","Release","Ctrl+F9"
"SalesCreditMemo.Page","ApplyEntries","Shift+F11"
"SalesCreditMemo.Page","Post","F9"
"SalesCreditMemos.Page","Statistics","F7"
"SalesCreditMemos.Page","Dimensions","Alt+D"
"SalesCreditMemos.Page","Customer","Shift+F7"
"SalesCreditMemos.Page","""Re&lease""","Ctrl+F9"
"SalesCreditMemos.Page","Post","F9"
"SalesCrMemoSubform.Page","Dimensions","Alt+D"
"SalesCrMemoSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"SalesCycles.Page","Statistics","F7"
"SalesCycleStages.Page","Statistics","F7"
"SalesInvoice.Page","Statistics","F7"
"SalesInvoice.Page","Function_CustomerCard","Shift+F7"
"SalesInvoice.Page","Dimensions","Alt+D"
"SalesInvoice.Page","Release","Ctrl+F9"
"SalesInvoice.Page","Post","F9"
"SalesInvoice.Page","PostAndNew","Shift+F9"
"SalesInvoiceList.Page","Statistics","F7"
"SalesInvoiceList.Page","Dimensions","Alt+D"
"SalesInvoiceList.Page","CustomerAction","Shift+F7"
"SalesInvoiceList.Page","""Re&lease""","Ctrl+F9"
"SalesInvoiceList.Page","Post","F9"
"SalesInvoiceSubform.Page","Dimensions","Alt+D"
"SalesInvoiceSubform.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"SalesJournal.Page","Dimensions","Alt+D"
"SalesJournal.Page","Card","Shift+F7"
"SalesJournal.Page","""Ledger E&ntries""","Ctrl+F7"
"SalesJournal.Page","""Apply Entries""","Shift+F11"
"SalesJournal.Page","Reconcile","Ctrl+F11"
"SalesJournal.Page","Post","F9"
"SalesJournal.Page","""Post and &Print""","Shift+F9"
"SalesLineArchiveList.Page","ShowDocument","Shift+F7"
"SalesLines.Page","""Show Document""","Shift+F7"
"SalesLines.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"SalesList.Page","Card","Shift+F7"
"SalesListArchive.Page","Card","Shift+F7"
"SalesManagerRoleCenter.Page","SalesOrdersOpen","Return"
"SalesManagerRoleCenter.Page","SalesInvoicesOpen","Return"
"SalesOrder.Page","Statistics","F7"
"SalesOrder.Page","Customer","Shift+F7"
"SalesOrder.Page","Dimensions","Alt+D"
"SalesOrder.Page","PageInteractionLogEntries","Ctrl+F7"
"SalesOrder.Page","Release","Ctrl+F9"
"SalesOrder.Page","Post","F9"
"SalesOrder.Page","PostAndNew","Shift+F9"
"SalesOrderArchive.Page","Card","Shift+F7"
"SalesOrderArchive.Page","Dimensions","Alt+D"
"SalesOrderArchives.Page","Dimensions","Alt+D"
"SalesOrderArchiveSubform.Page","Dimensions","Alt+D"
"SalesOrderList.Page","Dimensions","Alt+D"
"SalesOrderList.Page","Statistics","F7"
"SalesOrderList.Page","Release","Ctrl+F9"
"SalesOrderList.Page","Post","F9"
"SalesOrderPlanning.Page","Card","Shift+F7"
"SalesOrderPlanning.Page","""Ledger E&ntries""","Ctrl+F7"
"SalesOrderPlanning.Page","Statistics","F7"
"SalesOrders.Page","""Show Order""","Shift+F7"
"SalesOrderSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"SalesOrderSubform.Page","Dimensions","Alt+D"
"SalespersonPurchaserCard.Page","Dimensions","Alt+D"
"SalespersonPurchaserCard.Page","Statistics","F7"
"SalespersonPurchaserCard.Page","""Interaction Log E&ntries""","Ctrl+F7"
"SalespersonsPurchasers.Page","""Dimensions-Single""","Alt+D"
"SalespersonsPurchasers.Page","Statistics","F7"
"SalespersonsPurchasers.Page","""Interaction Log E&ntries""","Ctrl+F7"
"SalesQuote.Page","Dimensions","Alt+D"
"SalesQuote.Page","Customer","Shift+F7"
"SalesQuote.Page","PageInteractionLogEntries","Ctrl+F7"
"SalesQuote.Page","Statistics","F7"
"SalesQuote.Page","Release","Ctrl+F9"
"SalesQuoteArchive.Page","Card","Shift+F7"
"SalesQuoteArchive.Page","Dimensions","Alt+D"
"SalesQuoteArchives.Page","Dimensions","Alt+D"
"SalesQuoteArchiveSubform.Page","Dimensions","Alt+D"
"SalesQuotes.Page","Dimensions","Alt+D"
"SalesQuotes.Page","Customer","Shift+F7"
"SalesQuotes.Page","Statistics","F7"
"SalesQuotes.Page","Release","Ctrl+F9"
"SalesQuoteSubform.Page","Dimensions","Alt+D"
"SalesQuoteSubform.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"SalesReturnListArchive.Page","""<Action1102601003>""","Alt+D"
"SalesReturnOrder.Page","Statistics","F7"
"SalesReturnOrder.Page","Customer","Shift+F7"
"SalesReturnOrder.Page","Dimensions","Alt+D"
"SalesReturnOrder.Page","Release","Ctrl+F9"
"SalesReturnOrder.Page","""Apply Entries""","Shift+F11"
"SalesReturnOrder.Page","""Post and &Print""","Shift+F9"
"SalesReturnOrder.Page","Post","F9"
"SalesReturnOrderArchive.Page","Card","Shift+F7"
"SalesReturnOrderArchive.Page","Dimensions","Alt+D"
"SalesReturnOrderArcSubform.Page","Dimensions","Alt+D"
"SalesReturnOrderList.Page","Statistics","F7"
"SalesReturnOrderList.Page","Dimensions","Alt+D"
"SalesReturnOrderList.Page","Release","Ctrl+F9"
"SalesReturnOrderList.Page","Post","F9"
"SalesReturnOrderList.Page","""Post and &Print""","Shift+F9"
"SalesReturnOrders.Page","""Show Order""","Shift+F7"
"SalesReturnOrderSubform.Page","Dimensions","Alt+D"
"SalesReturnOrderSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"SalesShipmentLines.Page","""Show Document""","Shift+F7"
"SalesShipmentLines.Page","Dimensions","Alt+D"
"Segment.Page","Open","Return"
"SegmentInteractionLanguages.Page","Open","Return"
"SegmentSubform.Page","Open","Return"
"SerialNoInformationCard.Page","""Item &Tracking Entries""","Ctrl+F7"
"SerialNoInformationList.Page","""Item &Tracking Entries""","Shift+Ctrl+I"
"ServContrListServItem.Page","""&Show Document""","Shift+F7"
"ServiceConnections.Page","Setup","Return"
"ServiceConnectionsPart.Page","Setup","Return"
"ServiceContract.Page","Dimensions","Alt+D"
"ServiceContract.Page","Action178","F7"
"ServiceContract.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceContractLineList.Page","""Service &Item Card""","Shift+F7"
"ServiceContractList.Page","Card","Shift+F7"
"ServiceContractQuote.Page","Dimensions","Alt+D"
"ServiceContractQuote.Page","""&Open""","Return"
"ServiceContractQuotes.Page","Dimensions","Alt+D"
"ServiceContracts.Page","Dimensions","Alt+D"
"ServiceContracts.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceContracts.Page","Action1102601013","F7"
"ServiceContractTemplate.Page","Dimensions","Alt+D"
"ServiceContractTemplateList.Page","Dimensions","Alt+D"
"ServiceCreditMemo.Page","Statistics","F7"
"ServiceCreditMemo.Page","Card","Shift+F7"
"ServiceCreditMemo.Page","Dimensions","Alt+D"
"ServiceCreditMemo.Page","ApplyEntries","Shift+F11"
"ServiceCreditMemo.Page","Post","F9"
"ServiceCreditMemo.Page","""Post and &Print""","Shift+F9"
"ServiceCreditMemos.Page","Statistics","F7"
"ServiceCreditMemos.Page","Dimensions","Alt+D"
"ServiceCreditMemos.Page","""P&ost""","F9"
"ServiceCreditMemos.Page","""Post and &Print""","Shift+F9"
"ServiceCreditMemoSubform.Page","Dimensions","Alt+D"
"ServiceCreditMemoSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"ServiceDocumentRegisters.Page","Card","Shift+F7"
"ServiceInvoice.Page","Statistics","F7"
"ServiceInvoice.Page","Card","Shift+F7"
"ServiceInvoice.Page","""&Dimensions""","Alt+D"
"ServiceInvoice.Page","Post","F9"
"ServiceInvoice.Page","""Post and &Print""","Shift+F9"
"ServiceInvoices.Page","Statistics","F7"
"ServiceInvoices.Page","""&Dimensions""","Alt+D"
"ServiceInvoices.Page","""P&ost""","F9"
"ServiceInvoices.Page","""Post and &Print""","Shift+F9"
"ServiceInvoiceSubform.Page","Dimensions","Alt+D"
"ServiceInvoiceSubform.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"ServiceItemCard.Page","""&Dimensions""","Alt+D"
"ServiceItemCard.Page","Action39","F7"
"ServiceItemCard.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceItemGroups.Page","""Dimensions-Single""","Alt+D"
"ServiceItemLines.Page","""Service Item Worksheet""","Shift+F7"
"ServiceItemList.Page","""&Dimensions-Single""","Alt+D"
"ServiceItemList.Page","Action59","F7"
"ServiceItemList.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceItems.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceItems.Page","Statistics","F7"
"ServiceItemWorksheet.Page","Card","Shift+F7"
"ServiceItemWorksheetSubform.Page","Dimensions","Alt+D"
"ServiceItemWorksheetSubform.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"ServiceLedgerEntries.Page","Dimensions","Alt+D"
"ServiceLedgerEntriesPreview.Page","Dimensions","Alt+D"
"ServiceLineList.Page","""Show Document""","Shift+F7"
"ServiceLines.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceLines.Page","""&Customer Card""","Shift+F7"
"ServiceLines.Page","Dimensions","Alt+D"
"ServiceLines.Page","ItemTrackingLines","Shift+Ctrl+I"
"ServiceLines.Page","Post","F9"
"ServiceList.Page","Card","Shift+F7"
"ServiceOrder.Page","""&Customer Card""","Shift+F7"
"ServiceOrder.Page","""&Dimensions""","Alt+D"
"ServiceOrder.Page","Statistics","F7"
"ServiceOrder.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceOrder.Page","""Release to Ship""","Ctrl+F9"
"ServiceOrder.Page","Post","F9"
"ServiceOrder.Page","""Post and &Print""","Shift+F9"
"ServiceOrders.Page","""&Customer Card""","Shift+F7"
"ServiceOrders.Page","""&Dimensions""","Alt+D"
"ServiceOrders.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServiceOrders.Page","Statistics","F7"
"ServiceOrders.Page","Post","F9"
"ServiceOrders.Page","""Post and &Print""","Shift+F9"
"ServiceOrders.Page","""Release to Ship""","Ctrl+F9"
"ServiceOrderSubform.Page","Dimensions","Alt+D"
"ServiceOrderSubform.Page","""Service Lines""","Shift+Ctrl+I"
"ServiceOrderTypes.Page","""Dimensions-Single""","Alt+D"
"ServiceQuote.Page","""&Dimensions""","Alt+D"
"ServiceQuote.Page","Statistics","F7"
"ServiceQuote.Page","""Customer Card""","Shift+F7"
"ServiceQuoteLines.Page","Dimensions","Alt+D"
"ServiceQuoteLines.Page","ItemTrackingLines","Shift+Ctrl+I"
"ServiceQuotes.Page","""&Dimensions""","Alt+D"
"ServiceQuotes.Page","Statistics","F7"
"ServiceQuotes.Page","""Customer Card""","Shift+F7"
"ServiceQuoteSubform.Page","Dimensions","Alt+D"
"ServiceQuoteSubform.Page","ServiceLines","Shift+Ctrl+I"
"ServiceTasks.Page","""&Show Document""","Shift+F7"
"ServItemListContract.Page","Card","Shift+F7"
"ServItemListContract.Page","""Service Ledger E&ntries""","Ctrl+F7"
"ServItemListContract.Page","Statistics","F7"
"SimulatedProdOrderLines.Page","Dimensions","Alt+D"
"SimulatedProdOrderLines.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"SimulatedProductionOrder.Page","Dimensions","Alt+D"
"SimulatedProductionOrder.Page","Statistics","F7"
"SimulatedProductionOrders.Page","""Item Ledger E&ntries""","Ctrl+F7"
"SimulatedProductionOrders.Page","Dimensions","Alt+D"
"SimulatedProductionOrders.Page","Statistics","F7"
"SourceDocuments.Page","Card","Shift+F7"
"StandardCostWorksheetNames.Page","EditWorksheet","Return"
"StandardCustomerSalesCodes.Page","Card","Shift+F7"
"StandardGeneralJournals.Page","ShowJournal","Shift+F7"
"StandardGenJournalSubform.Page","Dimensions","Alt+D"
"StandardItemJournals.Page","""&Show Journal""","Shift+F7"
"StandardItemJournalSubform.Page","Dimensions","Alt+D"
"StandardPurchaseCodeSubform.Page","Dimensions","Alt+D"
"StandardSalesCodeSubform.Page","Dimensions","Alt+D"
"StandardServiceCodeSubform.Page","Dimensions","Alt+D"
"StandardServItemGrCodes.Page","Card","Shift+F7"
"StandardVendorPurchaseCodes.Page","Card","Shift+F7"
"StockkeepingUnitCard.Page","Card","Shift+F7"
"StockkeepingUnitCard.Page","Action89","F7"
"StockkeepingUnitCard.Page","Dimensions","Alt+D"
"StockkeepingUnitCard.Page","""Ledger E&ntries""","Ctrl+F7"
"StockkeepingUnitList.Page","Dimensions","Alt+D"
"StockkeepingUnitList.Page","""Ledger E&ntries""","Ctrl+F7"
"SubcontractingWorksheet.Page","Card","Shift+F7"
"SubcontractingWorksheet.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"SubcontractingWorksheet.Page","Dimensions","Alt+D"
"TaskCard.Page","""Interaction Log E&ntries""","Ctrl+F7"
"TaskInteractionLanguages.Page","Open","Return"
"TaskList.Page","""Interaction Log E&ntries""","Ctrl+F7"
"TaxDetails.Page","""Ledger &Entries""","Ctrl+F7"
"TaxJurisdictions.Page","""Ledger &Entries""","Ctrl+F7"
"TimeSheet.Page","""Activity &Details""","Shift+F7"
"TimeSheet.Page","Dimensions","Alt+D"
"TimeSheet.Page","Submit","F9"
"TimeSheetArchive.Page","""Posting E&ntries""","Ctrl+F7"
"TimeSheetArchiveList.Page","""&View Time Sheet""","Return"
"TimeSheetList.Page","EditTimeSheet","Return"
"TransferLines.Page","""Show Document""","Shift+F7"
"TransferOrder.Page","Statistics","F7"
"TransferOrder.Page","Dimensions","Alt+D"
"TransferOrder.Page","""Re&lease""","Ctrl+F9"
"TransferOrder.Page","Post","F9"
"TransferOrder.Page","PostAndPrint","Shift+F9"
"TransferOrders.Page","Statistics","F7"
"TransferOrders.Page","Dimensions","Alt+D"
"TransferOrders.Page","""Re&lease""","Ctrl+F9"
"TransferOrders.Page","Post","F9"
"TransferOrders.Page","PostAndPrint","Shift+F9"
"TransferOrderSubform.Page","Dimensions","Alt+D"
"TroubleshootingSetup.Page","Card","Shift+F7"
"ValueEntries.Page","Dimensions","Alt+D"
"VATReport.Page","Release","Ctrl+F9"
"VATReportList.Page","Card","Shift+F7"
"VendLedgEntriesPreview.Page","Dimensions","Alt+D"
"VendorCard.Page","Dimensions","Alt+D"
"VendorCard.Page","""Ledger E&ntries""","Ctrl+F7"
"VendorCard.Page","Statistics","F7"
"VendorLedgerEntries.Page","Dimensions","Alt+D"
"VendorLedgerEntries.Page","""Detailed &Ledger Entries""","Ctrl+F7"
"VendorLedgerEntries.Page","ActionApplyEntries","Shift+F11"
"VendorLedgerEntries.Page","""Show Document""","Return"
"VendorList.Page","DimensionsSingle","Alt+D"
"VendorList.Page","""Ledger E&ntries""","Ctrl+F7"
"VendorList.Page","Statistics","F7"
"VendorTemplateCard.Page","""Default Dimensions""","Alt+D"
"ViewAppliedEntries.Page","Dimensions","Alt+D"
"ViewAppliedEntries.Page","""&Value Entries""","Ctrl+F7"
"WarehouseActivityLines.Page","Card","Shift+F7"
"WarehouseActivityList.Page","Card","Shift+F7"
"WarehouseMovement.Page","""&Register Movement""","F9"
"WarehouseMovementSubform.Page","SplitWhseActivityLine","Ctrl+F11"
"WarehousePick.Page","RegisterPick","F9"
"WarehousePutaway.Page","""&Register Put-away""","F9"
"WarehouseReceipt.Page","""Get Source Documents""","Shift+F11"
"WarehouseReceipt.Page","""Post Receipt""","F9"
"WarehouseReceipt.Page","""Post and &Print""","Shift+F9"
"WarehouseReceipt.Page","""Post and Print P&ut-away""","Shift+Ctrl+F9"
"WarehouseReceipts.Page","Card","Shift+F7"
"WarehouseRegisters.Page","""&Warehouse Entries""","Ctrl+F7"
"WarehouseShipment.Page","""Get Source Documents""","Shift+F11"
"WarehouseShipment.Page","""Re&lease""","Ctrl+F9"
"WarehouseShipment.Page","""P&ost Shipment""","F9"
"WarehouseShipment.Page","""Post and &Print""","Shift+F9"
"WarehouseShipmentList.Page","Card","Shift+F7"
"WarehouseShipmentList.Page","""Re&lease""","Ctrl+F9"
"WarrantyLedgEntriesPreview.Page","Dimensions","Alt+D"
"WarrantyLedgerEntries.Page","Dimensions","Alt+D"
"WhseInternalPick.Page","""Re&lease""","Ctrl+F9"
"WhseInternalPickLine.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"WhseInternalPickLines.Page","""Show Whse. Document""","Shift+F7"
"WhseInternalPickList.Page","Card","Shift+F7"
"WhseInternalPickList.Page","""Re&lease""","Ctrl+F9"
"WhseInternalPutaway.Page","""Re&lease""","Ctrl+F9"
"WhseInternalPutawayLines.Page","""Show Whse. Document""","Shift+F7"
"WhseInternalPutawayList.Page","Card","Shift+F7"
"WhseInternalPutawayList.Page","""Re&lease""","Ctrl+F9"
"WhseItemJournal.Page","""Item &Tracking Lines""","Shift+Ctrl+I"
"WhseItemJournal.Page","Card","Shift+F7"
"WhseItemJournal.Page","""Warehouse Entries""","Ctrl+F7"
"WhseItemJournal.Page","""&Register""","F9"
"WhseItemJournal.Page","""Register and &Print""","Shift+F9"
"WhseJournalBatchesList.Page","""Edit Journal""","Return"
"WhseJournalBatchesList.Page","""&Register""","F9"
"WhseJournalBatchesList.Page","""Register and &Print""","Shift+F9"
"WhsePhysInvtJournal.Page","Card","Shift+F7"
"WhsePhysInvtJournal.Page","""Warehouse Entries""","Ctrl+F7"
"WhsePhysInvtJournal.Page","""&Register""","F9"
"WhsePhysInvtJournal.Page","""Register and &Print""","Shift+F9"
"WhsePickSubform.Page","SplitWhseActivityLine","Ctrl+F11"
"WhsePutawaySubform.Page","SplitWhseActivityLine","Ctrl+F11"
"WhseReceiptLines.Page","""Show &Whse. Document""","Shift+F7"
"WhseReceiptSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"WhseReclassificationJournal.Page","ItemTrackingLines","Shift+Ctrl+I"
"WhseReclassificationJournal.Page","Card","Shift+F7"
"WhseReclassificationJournal.Page","""Warehouse Entries""","Ctrl+F7"
"WhseReclassificationJournal.Page","Register","F9"
"WhseReclassificationJournal.Page","""Register and &Print""","Shift+F9"
"WhseShipmentLines.Page","""Show &Whse. Document""","Shift+F7"
"WhseShipmentSubform.Page","ItemTrackingLines","Shift+Ctrl+I"
"WorkCenterCalendarMatrix.Page","""Capacity Ledger E&ntries""","Ctrl+F7"
"WorkCenterCalendarMatrix.Page","Statistics","F7"
"WorkCenterCard.Page","""Capacity Ledger E&ntries""","Ctrl+F7"
"WorkCenterCard.Page","Dimensions","Alt+D"
"WorkCenterCard.Page","Statistics","F7"
"WorkCenterList.Page","""Capacity Ledger E&ntries""","Ctrl+F7"
"WorkCenterList.Page","Statistics","F7"
"WorkCenterTaskList.Page","""Capacity Ledger E&ntries""","Ctrl+F7"
"WorkCenterTaskList.Page","Statistics","F7"
"Workflows.Page","EditAction","Return"
"WorkflowTemplates.Page","ViewAction","Return"
"WorksheetNamesList.Page","""Edit Worksheet""","Return"
"XBRLTaxonomyLines.Page","Card","Shift+F7"
"MyJobQueue.Page","EditJob","Return"
"ReportInboxPart.Page","Show","Return"
